,date_start,date_stop,time_start,time_stop,latitude,longitude,amount,cod_received_status,task_status,flow,branch_destination,task_status_label,task_detail_status_label,task_detail_status,weight,branch_origin,task_status_id,task_assigned_to,task_id,receiver_city,delivery_time
4273,2022-11-06,2022-11-06,07:11:51,07:21:46,0.0,0.0,17415.0,False,done,Delivery,CBN,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.13,CGK,COLF02,stressedRat6,ed8ab5aca45450ea54e9,"KADUGEDE,KUNINGAN",9.916666666666666
4274,2022-11-06,2022-11-06,07:11:51,07:21:46,0.0,0.0,87000.0,False,done,Delivery,CBN,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.001,CGK,COLF02,stressedRat6,8f794603216368b9528a,"KADUGEDE,KUNINGAN",9.916666666666666
4291,2022-11-06,2022-11-06,07:39:03,07:43:51,0.0,0.0,160680.0,False,done,Delivery,MXG,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,CGK,COLF02,excitedGelding9,54ee3645cce46732c65b,"PAKIS,KABUPATEN MALA",4.8
4297,2022-11-06,2022-11-06,07:40:09,07:44:06,-2.1298515,106.1079162,72300.0,False,done,Delivery,PGK,Failed,MISROUTE,U12,0.345,CGK,COLF02,fondSeahorse3,e599b65aa7130e115d66,"PANGKALAN BARU,BANGK",3.9500000000000006
4312,2022-11-06,2022-11-06,07:33:46,07:35:20,0.0,0.0,154875.0,False,done,Delivery,PLM,Failed,MISROUTE,U12,1.0,CGK,COLF02,drearyPepper9,9af02c17e95ef8112b9e,"SEBERANG ULU I, PALE",1.5666666666666667
4314,2022-11-06,2022-11-06,07:13:19,07:35:54,-8.6998135,115.2409035,234000.0,False,done,Delivery,DPS,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,1.0,CGK,COLF02,cockyBass1,276d0b3d3c34577c39eb,"DENPASAR SELATAN,DEN",22.583333333333332
4316,2022-11-06,2022-11-06,07:05:26,07:38:00,-2.1315716,106.108294,42810.0,False,done,Delivery,PGK,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,0.2,CGK,COLF02,cautiousUnicorn6,277dfb62cfe623da6801,"PANGKAL BALAM,PANGKA",32.56666666666667
4317,2022-11-06,2022-11-06,07:05:25,07:38:00,-2.1315716,106.108294,109963.0,False,done,Delivery,PGK,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,0.9,CGK,COLF02,cautiousUnicorn6,148367ad4e877aabbce6,"PANGKAL BALAM,PANGKA",32.583333333333336
4318,2022-11-06,2022-11-06,07:05:25,07:38:00,-2.1315716,106.108294,237000.0,False,done,Delivery,PGK,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,1.0,CGK,COLF02,cautiousUnicorn6,d208b311c5ebdc9382dd,"BUKIT INTAN,PANGKALP",32.583333333333336
4321,2022-11-06,2022-11-06,07:37:32,07:38:20,0.0,0.0,143715.0,False,done,Delivery,AMI,Failed,DITOLAK OLEH PENERIMA,U06,1.0,CGK,COLF02,decimalOil4,23da0eef7abb49e872e5,"LAMBU,WOHA",0.8
4325,2022-11-06,2022-11-06,07:11:51,07:21:46,0.0,0.0,30300.0,False,done,Delivery,CBN,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.06,CGK,COLF02,stressedRat6,878041bc7a81a95324e5,"KADUGEDE,KUNINGAN",9.916666666666666
4326,2022-11-06,2022-11-06,07:11:51,07:21:46,0.0,0.0,14900.0,False,done,Delivery,CBN,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.4,CGK,COLF02,stressedRat6,6eb72dfe458d6193ae80,"KADUGEDE,KUNINGAN",9.916666666666666
4327,2022-11-06,2022-11-06,07:11:51,07:21:46,0.0,0.0,55000.0,False,done,Delivery,CBN,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.6,CGK,COLF02,stressedRat6,11c74063bd0cdea0c3b8,"KADUGEDE,KUNINGAN",9.916666666666666
4328,2022-11-06,2022-11-06,07:11:51,07:21:46,0.0,0.0,355000.0,False,done,Delivery,CBN,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1.0,CGK,COLF02,stressedRat6,623d1eebac197d2d5698,"KADUGEDE,KUNINGAN",9.916666666666666
4329,2022-11-06,2022-11-06,07:08:35,07:24:09,-2.1295963,106.1080257,50900.0,False,done,Delivery,PGK,Failed,DIAMBIL SENDIRI,CR3,0.25,CGK,COLF02,bubblyToucan5,741ea7de3787f9c38cfa,"PANGKALAN BARU,BANGK",15.566666666666668
4332,2022-11-06,2022-11-06,07:08:35,07:24:09,-2.1295963,106.1080257,54651.0,False,done,Delivery,PGK,Failed,DIAMBIL SENDIRI,CR3,0.2,CGK,COLF02,bubblyToucan5,708728bed17167aa3148,"PANGKALAN BARU,BANGK",15.566666666666668
4334,2022-11-06,2022-11-06,07:00:18,07:24:07,-7.6701553,112.9040554,310800.0,False,done,Delivery,PSR,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.72,CGK,COLF02,jumpyWigeon6,70511333e5ca83461072,"GADINGREJO, PASURUAN",23.816666666666666
4341,2022-11-06,2022-11-06,07:13:20,07:31:43,-8.7029779,115.2397361,151000.0,False,done,Delivery,DPS,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,1.0,CGK,COLF02,cockyBass1,f74ed6782d61703fd168,"DENPASAR SELATAN,DEN",18.383333333333333
4347,2022-11-06,2022-11-06,07:32:53,07:34:26,0.0,0.0,190000.0,False,done,Delivery,SMD,Failed,TUTUP/LIBUR CUTI/DINAS LUAR KOTA (KIRIMAN COD),U22,1.0,CGK,COLF02,gleefulGarlic1,4eedae09f23cb6163e4b,"LOA JANAN ILIR,SAMAR",1.55
4348,2022-11-06,2022-11-06,07:32:53,07:34:26,0.0,0.0,183000.0,False,done,Delivery,SMD,Failed,TUTUP/LIBUR CUTI/DINAS LUAR KOTA (KIRIMAN COD),U22,1.0,CGK,COLF02,gleefulGarlic1,f91743b1a914ea2f782e,LOA JANAN,1.55
4351,2022-11-06,2022-11-06,07:32:53,07:34:26,0.0,0.0,203000.0,False,done,Delivery,SMD,Failed,TUTUP/LIBUR CUTI/DINAS LUAR KOTA (KIRIMAN COD),U22,1.0,CGK,COLF02,gleefulGarlic1,1d0913398914ccc5c72e,LOA JANAN,1.55
4352,2022-11-06,2022-11-06,07:32:53,07:34:26,0.0,0.0,274000.0,False,done,Delivery,SMD,Failed,TUTUP/LIBUR CUTI/DINAS LUAR KOTA (KIRIMAN COD),U22,1.0,CGK,COLF02,gleefulGarlic1,b30424014330a56f3e81,LOA JANAN,1.55
4353,2022-11-06,2022-11-06,07:32:53,07:34:26,0.0,0.0,178350.0,False,done,Delivery,SMD,Failed,TUTUP/LIBUR CUTI/DINAS LUAR KOTA (KIRIMAN COD),U22,1.0,CGK,COLF02,gleefulGarlic1,4db8d76469a71eddf413,"LOA JANAN ILIR,SAMAR",1.55
4354,2022-11-06,2022-11-06,07:32:53,07:34:26,0.0,0.0,144000.0,False,done,Delivery,SMD,Failed,TUTUP/LIBUR CUTI/DINAS LUAR KOTA (KIRIMAN COD),U22,1.0,CGK,COLF02,gleefulGarlic1,c702255f89a17ffac7d8,LOA JANAN,1.55
4357,2022-11-06,2022-11-06,07:32:53,07:34:26,0.0,0.0,319146.0,False,done,Delivery,SMD,Failed,TUTUP/LIBUR CUTI/DINAS LUAR KOTA (KIRIMAN COD),U22,1.0,CGK,COLF02,gleefulGarlic1,77d596764746fbdc1d9e,"LOA KULU ,TENGGARONG",1.55
4376,2022-11-06,2022-11-06,07:05:25,07:38:00,-2.1315716,106.108294,136900.0,False,done,Delivery,PGK,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,0.5,CGK,COLF02,cautiousUnicorn6,39bf4ea6530972d9f3b7,"PANGKAL BALAM,PANGKA",32.583333333333336
4378,2022-11-06,2022-11-06,07:05:25,07:38:00,-2.1315716,106.108294,50000.0,False,done,Delivery,PGK,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,0.6,CGK,COLF02,cautiousUnicorn6,09d2b809040b6c13eb2b,"PANGKAL BALAM,PANGKA",32.583333333333336
4413,2022-11-06,2022-11-06,08:18:57,08:19:38,-2.8935274,103.8471098,146000.0,False,done,Delivery,PLM,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,1.0,BDO,COLF02,amazedPlover0,c1517e80303b172f11ec,"BATANG HARILEKO,SEKA",0.6833333333333333
4414,2022-11-06,2022-11-06,08:18:57,08:19:38,-2.8935274,103.8471098,110185.0,False,done,Delivery,PLM,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,1.0,CGK,COLF02,amazedPlover0,e2df827acf524b5935e6,"BATANG HARILEKO,SEKA",0.6833333333333333
4421,2022-11-06,2022-11-06,08:18:58,08:19:38,-2.8935274,103.8471098,114381.0,False,done,Delivery,PLM,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,1.2,CGK,COLF02,amazedPlover0,b934fe58e343e760c817,"SEKAYU,KAB.MUSI BANY",0.6666666666666666
4436,2022-11-06,2022-11-06,07:41:13,08:19:53,0.0,0.0,250425.0,False,done,Delivery,AMI,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,BDO,COLF02,pleasedCaribou9,9f7f83b8455ad0455aa1,"SUMBAWA,SUMBAWABESAR",38.666666666666664
4441,2022-11-06,2022-11-06,08:00:35,08:20:15,-2.1296196,106.1079844,54555.0,False,done,Delivery,PGK,Failed,DIAMBIL SENDIRI,CR3,0.6,CGK,COLF02,solidMeerkat3,0e6b2339f9b35e47a2b1,"RANGKUI,PANGKALPINAN",19.666666666666668
4447,2022-11-06,2022-11-06,07:13:20,08:20:34,-8.7064428,115.2384015,233000.0,False,done,Delivery,DPS,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,0.5,CGK,COLF02,cockyBass1,34c005f034a413c03262,"DENPASAR SELATAN,DEN",67.23333333333333
4448,2022-11-06,2022-11-06,07:05:14,08:20:39,0.5104648,101.4411204,206325.0,False,done,Delivery,PKU,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,1.0,CGK,COLF02,selfishBobolink3,72a939fc24a31b88b7d7,PEKANBARU,75.41666666666667
4451,2022-11-06,2022-11-06,07:42:01,08:10:55,-6.7033781,106.8178136,75500.0,False,done,Delivery,BOO,Failed,DITOLAK OLEH PENERIMA,U06,0.3,CGK,COLF02,pitifulMandrill7,2e7549acf8148ff8aa38,"CARINGIN, KAB.BOGOR",28.9
4454,2022-11-06,2022-11-06,07:45:54,08:10:34,-2.1295956,106.1079026,251000.0,False,done,Delivery,PGK,Failed,MISROUTE,U12,1.0,TGR,COLF02,resolvedCake2,f11ca4d3adfe5131d73b,"BUKIT INTAN,PANGKALP",24.666666666666668
4461,2022-11-06,2022-11-06,08:02:29,08:11:03,-3.4412483,114.8227345,113220.0,False,done,Delivery,BDJ,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,1.0,BDO,COLF02,guiltyCur3,168b47cdfd007a075176,"LANDASAN ULIN, BANJA",8.566666666666666
4463,2022-11-06,2022-11-06,07:43:40,08:11:14,-7.0448906,112.7810316,80721.0,False,done,Delivery,SUB,Failed,DIAMBIL SENDIRI,CR3,0.2,CGK,COLF02,adoringLemur4,e036d61adf7d05fa8bc9,"BURNEH,BANGKALAN",27.566666666666666
4471,2022-11-06,2022-11-06,07:11:00,08:12:40,0.0,0.0,28460.0,False,done,Delivery,PLM,Failed,MISROUTE,U12,1.0,CGK,COLF02,vengefulSalt6,e779db4951afcdeb0b80,"ILIR BARAT I, PALEMB",61.66666666666667
4492,2022-11-06,2022-11-06,07:36:45,08:16:25,-6.5338308,106.8061819,87500.0,False,done,Delivery,BOO,Failed,MISROUTE,U12,10.4,CGK,COLF02,peacefulWigeon2,9dbdc1b7a335417d83a6,"BOGOR UTARA, BOGOR",39.666666666666664
4495,2022-11-06,2022-11-06,08:04:21,08:16:28,-5.5471532,119.949692,166920.0,False,done,Delivery,UPG,Failed,PENERIMA TIDAK DIKENAL,U02,1.0,CGK,COLF02,finickyCoconut4,895862fb54e98e3701fd,"BANTAENG,KAB.BANTAEN",12.116666666666667
4506,2022-11-06,2022-11-06,07:41:51,08:11:51,0.0,0.0,125000.0,False,done,Delivery,AMI,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,0.3,JOG,COLF02,thriftyEggs0,6cd6f29c10b3ac583e47,"SANDUBAYA,MATARAM",30.0
4526,2022-11-06,2022-11-06,08:12:53,08:14:03,-2.1295956,106.1079026,267547.0,False,done,Delivery,PGK,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,1.0,JOG,COLF02,resolvedCake2,4af60718ff367b328774,"BUKIT INTAN,PANGKALP",1.1666666666666667
4540,2022-11-06,2022-11-06,07:17:03,08:18:00,0.0,0.0,96620.0,False,done,Delivery,SRG,Failed,MISROUTE,U12,3.0,CGK,COLF02,boredShads3,d6ad1204c88d1b7b47f3,"KEDUNG,JEPARA",60.95000000000001
4557,2022-11-06,2022-11-06,07:05:14,08:15:45,0.5094908,101.4403875,110097.0,False,done,Delivery,PKU,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,CGK,COLF02,selfishBobolink3,b636057d5eae895fb263,"SUKAJADI, PEKANBARU",70.51666666666667
4572,2022-11-06,2022-11-06,08:34:54,08:36:25,0.0,0.0,161950.0,False,done,Delivery,BTJ,Failed,DITOLAK OLEH PENERIMA,U06,1.0,JOG,COLF02,dearHeron3,7bd3a07b3ca7e5d0fc1e,"PADANG TIJI,SIGLI",1.5166666666666666
4576,2022-11-06,2022-11-06,08:15:57,08:36:19,-8.1945778,111.1086072,15139.0,False,done,Delivery,MDN,Failed,MISROUTE,U12,0.2,CGK,COLF02,zestyCrackers9,bed6dbaf177b2a09e74b,"ARJOSARI,PACITAN",20.366666666666667
4581,2022-11-06,2022-11-06,07:55:08,08:36:32,0.0,0.0,156750.0,False,done,Delivery,DPS,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,1.0,JOG,COLF02,lazyBoa1,8e0bc4e8b384ef88c168,"DENPASAR SELATAN,DEN",41.4
4584,2022-11-06,2022-11-06,08:35:16,08:36:20,0.0,0.0,93688.0,False,done,Delivery,BOO,Failed,MISROUTE,U12,4.0,CGK,COLF02,wingedLemur4,591572f3dc2bcbf47a1d,"KEMANG,KAB.BOGOR",1.0666666666666667
4587,2022-11-06,2022-11-06,08:31:49,08:35:58,-4.4603929,102.90974,85300.0,False,done,Delivery,BKS,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.1,CGK,COLF02,culturedVenison7,4f2db2d6a6cef6303e5a,"KOTA MANNA, KAB.BENG",4.15
4597,2022-11-06,2022-11-06,08:30:26,08:37:04,0.0,0.0,47499.0,False,done,Delivery,BKS,Failed,DITOLAK OLEH PENERIMA,U06,0.21,CGK,COLF02,sadThrushe9,c64a4b1300c55935e430,"IPUH,MUKOMUKO",6.633333333333334
4616,2022-11-06,2022-11-06,08:28:46,08:37:53,0.0,0.0,121463.0,False,done,Delivery,PGK,Failed,HOLD FOR FURTHER INSTRUCTI0N,CR5,0.25,CGK,COLF02,mildSardines7,a474a9502ac7b5a6940a,"SIMPANG KATIS,BANGKA",9.116666666666667
4621,2022-11-06,2022-11-06,08:27:21,08:38:11,-4.4434929,105.5655735,232950.0,False,done,Delivery,TKG,Failed,MENUNGGU KONFIRMASI NILAI COD,U24,1.0,CGK,COLF02,peacefulLocust6,021b697bc92ca96a1180,"GEDUNG MENENG, MENGG",10.833333333333334
4628,2022-11-06,2022-11-06,07:34:39,08:23:48,-8.461475,118.7446267,171900.0,False,done,Delivery,AMI,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,0.5,CGK,COLF02,morbidOryx4,8899a022e62bcb8bfbea,"ASAKOTA, BIMA",49.15
4643,2022-11-06,2022-11-06,08:05:52,08:38:26,0.0,0.0,35900.0,False,done,Delivery,MDN,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,CGK,COLF02,importedLollies1,89a310278f416c3b3a7f,"KARANGJATI,NGAWI",32.56666666666667
4645,2022-11-06,2022-11-06,08:05:52,08:38:26,0.0,0.0,40900.0,False,done,Delivery,MDN,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,CGK,COLF02,importedLollies1,ce2bda92ff5ab251d6f0,"KARANGJATI,NGAWI",32.56666666666667
4657,2022-11-06,2022-11-06,07:59:18,08:35:45,0.0,0.0,288000.0,False,done,Delivery,PLM,Failed,MISROUTE,U12,1.0,JOG,COLF02,yearningThrush0,a384543b1d50c3db0160,"MULAK ULU, LAHAT",36.45
4659,2022-11-06,2022-11-06,08:08:47,08:35:47,-3.4328935,102.2013944,288482.0,False,done,Delivery,BKS,Failed,DITOLAK OLEH PENERIMA,U06,2.0,CGK,COLF02,outlyingFerret0,667a57c3f7f678ddfec2,"PADANG JAYA,ARGAMAKM",27.0
4661,2022-11-06,2022-11-06,08:28:46,08:35:49,0.0,0.0,79000.0,False,done,Delivery,PGK,Failed,HOLD FOR FURTHER INSTRUCTI0N,CR5,0.8,CGK,COLF02,mildSardines7,4c0cba5fcb7214426f3b,"PANGKALAN BARU,BANGK",7.05
4670,2022-11-06,2022-11-06,08:15:13,08:37:13,0.0,0.0,10503.0,False,done,Delivery,CLG,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.3,CGK,COLF02,pleasedChamois9,b49fc4d6da814d1c735d,"MERAK,CILEGON",22.0
4679,2022-11-06,2022-11-06,08:04:30,08:37:21,0.0,0.0,136325.0,False,done,Delivery,PLM,Failed,MISROUTE,U12,1.0,JOG,COLF02,grizzledRhino1,fe7397645775f02e28eb,"SEBERANG ULU I, PALE",32.85
4687,2022-11-06,2022-11-06,08:19:50,08:37:25,-4.13809,120.0323514,244821.0,False,done,Delivery,UPG,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,JOG,COLF02,kindRat3,489a24e9e907ee569209,"SENGKANG, WAJO",17.583333333333332
4710,2022-11-06,2022-11-06,08:04:21,08:39:30,-5.5438556,119.944893,159900.0,False,done,Delivery,UPG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1.0,JOG,COLF02,finickyCoconut4,a086c8f4090c759a22d9,"BANTAENG,KAB.BANTAEN",35.15
4715,2022-11-06,2022-11-06,08:27:21,08:39:24,-4.4434929,105.5655735,229000.0,False,done,Delivery,TKG,Failed,PENERIMA MENOLAK MENERIMA KIRIMAN COD (TDK PESAN),U21,1.0,DPK,COLF02,peacefulLocust6,a80512bb70422010ff31,"GEDUNG MENENG, MENGG",12.05
4717,2022-11-06,2022-11-06,08:38:45,08:39:28,0.0,0.0,20500.0,False,done,Delivery,BDO,Failed,MISROUTE,U12,0.5,CGK,COLF02,cynicalPear0,22c5a85deee1f0dbbf68,"PENGATIKAN,GARUT",0.7166666666666667
4734,2022-11-06,2022-11-06,08:28:43,08:39:47,0.0,0.0,31399.0,False,done,Delivery,SRG,Failed,MISROUTE,U12,0.07,CGK,COLF02,outlyingKitten6,f8ba52a0e2cefd54fec2,"KALIBENING,BANJARNEG",11.066666666666666
4735,2022-11-06,2022-11-06,07:45:00,08:39:44,-2.1295687,106.1079355,308000.0,False,done,Delivery,PGK,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,1.0,CGK,COLF02,troubledTuna0,61bc19c5b81db77174e9,"BUKIT INTAN,PANGKALP",54.733333333333334
4739,2022-11-06,2022-11-06,08:33:45,08:39:45,0.0,0.0,46981.0,False,done,Delivery,PKU,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.05,CGK,COLF02,ferventCaribou2,10857a398cfe5efc1546,"BANGKO PUSAKO, KAB R",6.0
4745,2022-11-06,2022-11-06,08:33:45,08:39:45,0.0,0.0,47771.0,False,done,Delivery,PKU,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.05,CGK,COLF02,ferventCaribou2,3ec9e81669293278d20a,"BANGKO PUSAKO, KAB R",6.0
4749,2022-11-06,2022-11-06,07:45:01,08:39:44,-2.1295687,106.1079355,400240.0,False,done,Delivery,PGK,Failed,TUTUP PADA AKHIR PEKAN service/ HARI LIBUR,U09,1.0,CGK,COLF02,troubledTuna0,6320e635b6acc7026671,"BUKIT INTAN,PANGKALP",54.71666666666667
4752,2022-11-06,2022-11-06,08:33:45,08:39:45,0.0,0.0,46776.0,False,done,Delivery,PKU,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.05,CGK,COLF02,ferventCaribou2,dc8b41e10e4c3508661d,"BANGKO PUSAKO, KAB R",6.0
4753,2022-11-06,2022-11-06,08:33:45,08:39:45,0.0,0.0,47049.0,False,done,Delivery,PKU,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.05,CGK,COLF02,ferventCaribou2,f7c6d448d27debacbff0,"BANGKO PUSAKO, KAB R",6.0
4769,2022-11-06,2022-11-06,08:29:46,08:41:22,1.4761817,102.1201768,46000.0,False,done,Delivery,PKU,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.03,CGK,COLF02,solemnAbalone9,7e2f0edba98953592bd1,"BENGKALIS, KAB BENGK",11.6
4775,2022-11-06,2022-11-06,07:06:55,08:41:55,0.0,0.0,195000.0,False,done,Delivery,PLM,Failed,MISROUTE,U12,1.0,CGK,COLF02,jumpyGelding4,163a3db088d747827340,"ILIR TIMUR I, PALEMB",95.0
4778,2022-11-06,2022-11-06,08:38:15,08:43:35,0.0,0.0,35300.0,False,done,Delivery,TGL,Failed,MISROUTE,U12,0.25,CGK,COLF02,artisticPudding6,2cbbb76f0a45381e76b2,"SUMPIUH,PURWOKERTO",5.333333333333333
4790,2022-11-06,2022-11-06,08:34:50,08:45:49,-7.9622919,112.6402972,67000.0,False,done,Delivery,MXG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,1.0,SUB,COLF02,annoyedBaboon4,d378be676abecb3d3d4b,"KEDUNGKANDANG,MALANG",10.983333333333333
4794,2022-11-06,2022-11-06,07:57:45,08:46:40,-8.6288412,116.5122893,231000.0,False,done,Delivery,AMI,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.0,CGK,COLF02,artisticRuffs2,82c243b980b967b23102,"SUKAMULIA,SELONG",48.916666666666664
4797,2022-11-06,2022-11-06,08:21:42,08:46:41,0.0,0.0,183000.0,False,done,Delivery,GTO,Failed,PENERIMA MENOLAK MENERIMA KIRIMAN COD (TDK PESAN),U21,1.0,DPK,COLF02,goofyToucan2,cc5630ac44319ef1043f,"TELAGA,LIMBOTO",24.983333333333334
4800,2022-11-06,2022-11-06,08:40:02,08:45:45,-7.413065,109.5961417,249280.0,False,done,Delivery,SRG,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,1.1,CGK,COLF02,blissfulFish4,04b1549b0a66bb2317da,"MANDIRAJA,BANJARNEGA",5.716666666666667
4803,2022-11-06,2022-11-06,08:27:21,08:46:56,-4.4434929,105.5655735,87750.0,False,done,Delivery,TKG,Failed,MENUNGGU KONFIRMASI NILAI COD,U24,0.2,CGK,COLF02,peacefulLocust6,bab52efdb49ce412c12e,"GEDUNG MENENG, MENGG",19.583333333333332
4806,2022-11-06,2022-11-06,08:40:02,08:45:45,-7.413065,109.5961417,169500.0,False,done,Delivery,SRG,Failed,ALAMAT TIDAK LENGKAP service/ TIDAK DIKENAL,U01,0.3,CGK,COLF02,blissfulFish4,8a65e3040a5ab1adcebb,"MANDIRAJA,BANJARNEGA",5.716666666666667
4812,2022-11-06,2022-11-06,08:09:15,08:47:08,-0.8490082,119.8885709,248160.0,False,done,Delivery,PLW,Failed,MENUNGGU PEMBAYARAN COD,U25,1.0,CGK,COLF02,gleefulRelish6,c46d143202bc0fa72846,"MANTIKULORE,PALU",37.88333333333333
4863,2022-11-07,2022-11-07,07:01:22,07:06:20,-7.4510526,109.5138545,138000.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.5,CGK,COLF02,giddyBittern1,8a6bba4e7616b0d6b424,"MANDIRAJA,BANJARNEGA",4.966666666666667
4864,2022-11-07,2022-11-07,07:01:23,07:06:20,-7.4510526,109.5138545,22500.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.5,CGK,COLF02,giddyBittern1,374a73d3c8a4f9af7101,"PURWOREJO/KLAMPOK,BA",4.95
4865,2022-11-07,2022-11-07,07:01:23,07:06:20,-7.4510526,109.5138545,54100.0,False,done,Delivery,SRG,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,0.04,CGK,COLF02,giddyBittern1,b7781bfddac947b8d309,"MANDIRAJA,BANJARNEGA",4.95
4869,2022-11-07,2022-11-07,07:08:58,07:12:49,0.0,0.0,753750.0,False,done,Delivery,SMD,Failed,RUMAH service/ KANTOR KOSONG (MASIH DIHUNI),U05,3.0,CGK,COLF02,bubblyCardinal4,135c533e78b508fc8fb1,PALARAN,3.8500000000000005
4871,2022-11-07,2022-11-07,07:12:19,07:13:13,-7.5932286,111.9047404,17410.0,False,done,Delivery,MJK,Failed,MISROUTE,U12,0.15,CGK,COLF02,boredMussel1,cdab1ff36e418de47b3f,"BERBEK,KAB. NGANJUK",0.9
4873,2022-11-07,2022-11-07,07:10:40,07:14:28,0.0,0.0,31500.0,False,done,Delivery,PLM,Failed,MISROUTE,U12,0.01,CGK,COLF02,artisticHyena7,754de51f507076ac5834,"PLAJU,PALEMBANG",3.8
4882,2022-11-07,2022-11-07,07:13:32,07:15:13,0.0,0.0,580000.0,False,done,Delivery,TTE,Failed,MISROUTE,U12,1.0,CGK,COLF02,enviousIguana0,db4c5e7d11eabacdc47d,TERNATE,1.6833333333333333
4885,2022-11-07,2022-11-07,07:13:02,07:14:54,0.0,0.0,2603000.0,False,done,Delivery,PNK,Failed,NEW ADDRESS,CR6,0.1,CGK,COLF02,gloomyLlama0,0a02742dfe4012d2538d,"PONTIANAK KOTA , PON",1.8666666666666667
4892,2022-11-07,2022-11-07,07:10:40,07:14:28,0.0,0.0,349000.0,False,done,Delivery,PLM,Failed,MISROUTE,U12,1.0,DPK,COLF02,artisticHyena7,ac1da8b72cb7bf76a6ab,"PLAJU,PALEMBANG",3.8
4900,2022-11-07,2022-11-07,07:17:39,07:18:19,0.0,0.0,110000.0,False,done,Delivery,PLM,Failed,MISROUTE,U12,0.05,CGK,COLF02,hushedToucan5,b7eed8c0dbf4146271a9,"SEBERANG ULU I, PALE",0.6666666666666666
4901,2022-11-07,2022-11-07,07:17:39,07:18:19,0.0,0.0,90000.0,False,done,Delivery,PLM,Failed,MISROUTE,U12,0.03,CGK,COLF02,hushedToucan5,4c286b0035b3bdb8ffe2,"SEBERANG ULU I, PALE",0.6666666666666666
4904,2022-11-07,2022-11-07,07:22:01,07:22:55,-7.5509151,111.6487816,56800.0,False,done,Delivery,MDN,Failed,MISROUTE,U12,1.5,CGK,COLF02,annoyedCockatoo9,08827efc71256c96dc95,"SARADAN,CARUBAN",0.9
