,date_start,time_start,time_stop,branch_destination,task_detail_status,weight,branch_origin,task_status_id,task_assigned_to,task_id,receiver_city,delivery_time,amount_prediction
172,2022-11-02,07:26:59,08:10:09,33.0,D01,0.5,0.0,COLF01,cruelGnu0,55e45e9a0ac7cef9cbc9,"KELUA,TANJUNG",43.166666666666664,113342.35140555793
174,2022-11-02,07:13:00,08:10:15,39.0,D01,5.23,0.0,COLF01,artisticOil2,c0a344f8b261c58e7f82,"DENPASAR SELATAN,DEN",57.25,299609.75553955726
175,2022-11-02,07:45:00,08:10:10,0.0,D01,1.2,0.0,COLF01,tautAbalone4,5bbf461dbdab3518ca57,"GEMUH,KENDAL",25.166666666666668,74888.48951568016
176,2022-11-02,07:59:22,08:10:11,29.0,D01,3.0,0.0,COLF01,similarTomatoe6,7fc07b65c80adac62920,"PAMEKASAN,KAB.PAMEKA",10.816666666666666,292422.6198828967
177,2022-11-02,07:50:14,08:10:15,27.0,D01,1.0,0.0,COLF01,culturedSwift6,7bd43b43618a7cba37ae,"LARANTUKA,KAB.FLORES",20.016666666666666,214121.24931419955
178,2022-11-02,07:16:33,08:10:09,52.0,D04,0.6,0.0,COLF01,enragedMandrill6,c34a1ad226f944721ca4,BEKASI SELATAN,53.6,105312.06562363556
180,2022-11-02,07:00:46,08:10:25,18.0,D09,3.31,0.0,COLF01,awedApricots4,3d3010d03249a96c778f,"SANANWETAN,BLITAR",69.65,431478.0211096576
181,2022-11-02,07:15:33,08:10:24,54.0,D02,1.0,0.0,COLF01,jumpyCockatoo6,efb7c8c05c8c05ffad7f,"KEMAYORAN ,JAKARTA P",54.85,196877.55674729438
182,2022-11-02,07:57:43,08:10:24,47.0,U12,2.28,0.0,COLF02,gutturalThrushe0,d38fbbc934fa540354bb,"KARANGBAHAGIA,CIKARA",12.683333333333334,256130.7008711993
183,2022-11-02,07:53:27,08:10:26,23.0,D01,1.0,1.0,COLF01,madGnu3,1873b8c3de129994666a,"BALIKPAPAN SELATAN,",16.983333333333334,220878.8545285213
184,2022-11-02,07:57:43,08:10:24,47.0,U12,0.1,0.0,COLF02,gutturalThrushe0,bf85f1b3e7327d4ebc52,"KARANGBAHAGIA,CIKARA",12.683333333333334,55633.69044968892
186,2022-11-02,08:09:52,08:10:29,28.0,CR3,116.0,0.0,COLF02,artisticPolenta8,2ca763286f99e0d1e89c,"SEKAYU,KAB.MUSI BANY",0.6166666666666667,1416356.656910832
187,2022-11-02,08:09:47,08:10:29,35.0,U12,1.0,0.0,COLF02,yearningChamois2,f24dfefddb85a1a565eb,"BOGOR TENGAH, BOGOR",0.7,149571.84458142507
188,2022-11-02,07:34:48,08:10:28,23.0,D04,1.0,14.0,COLF01,morbidTermite0,44caa554bf0399f2a598,BALIKPAPAN,35.666666666666664,206335.24046086747
189,2022-11-02,07:49:05,08:10:26,31.0,D09,3.0,0.0,COLF01,cautiousTeal6,02c447f0edcbe11a72f7,"PALU TIMUR,PALU",21.35,238269.19187801649
190,2022-11-02,07:14:27,08:10:42,27.0,D10,1.0,0.0,COLF01,shyCockatoo0,3fd572fa3ec7854f6423,KUPANG,56.25,168049.61582645087
191,2022-11-02,07:51:32,08:10:47,38.0,D06,0.18,0.0,COLF01,grudgingBagels4,d543f31a0a8d30a3adc7,"SEKARBELA,MATARAM",19.25,86728.10590048347
192,2022-11-02,07:19:48,08:10:45,48.0,D09,0.6,0.0,COLF01,bubblyDoves7,55c35610e8548c7c4171,KARANG TENGAH KOTATA,50.95,110154.51021316802
193,2022-11-02,07:05:08,08:10:44,0.0,D02,1.0,1.0,COLF01,murkyEggs4,ed242a7ad9186edd9e5b,"KAJEN,KAB.PEKALONGAN",65.60000000000001,138021.4230048097
194,2022-11-02,07:24:57,08:10:44,38.0,D10,1.0,0.0,COLF01,lyingPoultry6,547e5233087598ca9768,MATARAM,45.78333333333333,220752.018777444
195,2022-11-02,07:44:51,08:10:46,54.0,D01,2.604,0.0,COLF01,truthfulTruffle6,91beb24a1a501c26ffb2,"GROGOL ,JAKARTA BARA",25.916666666666668,221002.67293518732
196,2022-11-02,07:24:57,08:10:44,38.0,D10,1.0,0.0,COLF01,lyingPoultry6,d3ec215995e92952b3ef,MATARAM,45.78333333333333,220752.018777444
200,2022-11-02,07:23:16,08:11:02,23.0,D05,1.0,23.0,COLF01,morbidFlamingo7,e21a63d118827f34c8a4,"BALIKPAPAN TENGAH, B",47.766666666666666,356033.0420594947
201,2022-11-02,07:32:07,08:11:02,12.0,D01,17.0,25.0,COLF01,lovesickLlama1,496640b6405d6d79125d,"RATU AGUNG,BENGKULU",38.916666666666664,1400931.4508079302
202,2022-11-02,07:30:15,08:11:01,33.0,D09,1.0,19.0,COLF01,jubilantSnail8,23f521f3529fe6a9b9c8,"BANJAR BARU UTARA,BA",40.766666666666666,182681.8759022433
204,2022-11-02,07:23:18,08:11:02,23.0,D05,1.0,0.0,COLF01,morbidFlamingo7,2f95e6738fbed9c8ff11,"BALIKPAPAN TENGAH, B",47.733333333333334,214509.46518691504
205,2022-11-02,07:17:39,08:11:01,47.0,U12,3.0,0.0,COLF02,tautCoconut2,d520a8c1be9af166f470,"CIBITUNG,CIKARANG",53.36666666666667,244295.06157314856
206,2022-11-02,07:12:09,08:11:02,19.0,D10,3.22,0.0,COLF01,enviousWasp7,2d36b3746af59d11e9df,"SINTANG,KAB.SINTANG",58.88333333333333,242029.55423053302
207,2022-11-02,07:24:58,08:12:52,38.0,D01,1.0,0.0,COLF01,lyingPoultry6,6eac09b8c5cb4a50fc66,MATARAM,47.9,220752.018777444
208,2022-11-02,07:53:26,08:12:53,28.0,D01,1.8,0.0,COLF01,exactingRat2,c7c24d74edc02098443b,"PENINJAUAN,BATURAJA",19.45,223933.00290231884
209,2022-11-02,07:58:39,08:12:53,15.0,U01,1.0,0.0,COLF02,affectedBurritos8,cceb89b5c22ca863647f,"MEDAN SELAYANG,MEDAN",14.233333333333333,174149.9217763871
210,2022-11-02,07:45:00,08:12:46,0.0,D01,5.0,0.0,COLF01,tautAbalone4,62206bdbd020aa32b821,"GEMUH,KENDAL",27.766666666666666,196467.9623108328
211,2022-11-02,07:58:40,08:12:55,15.0,U01,0.2,0.0,COLF02,affectedBurritos8,a76adad1e90b6789290e,"MEDAN SELAYANG,MEDAN",14.25,55155.66272761421
213,2022-11-02,07:16:54,08:12:29,39.0,D01,5.0,0.0,COLF01,affectedSalami9,f8814710ad440a2e8382,KUTA,55.583333333333336,299609.75553955726
214,2022-11-02,07:06:31,08:13:02,27.0,D01,1.0,18.0,COLF01,crushedClam2,efed93051c0a2dcf1ea4,"AESESA,MBAY",66.51666666666668,127481.454447235
215,2022-11-02,07:46:01,08:13:01,31.0,D01,1.0,0.0,COLF01,hushedOtter1,f4455f0b9dd9a20d3a6e,"MANTIKULORE,PALU",27.0,305561.5842013732
216,2022-11-02,07:07:56,08:13:05,59.0,D09,3.0,20.0,COLF01,yearningRat1,3fe7be563eef983b76b3,"KANDAT,KEDIRI",65.15,213514.1993881452
217,2022-11-02,08:10:14,08:12:47,23.0,D10,1.0,17.0,COLF01,finickyKitten6,a7b8b30990c5e34cad86,"BALIKPAPAN SELATAN,",2.55,131210.11500549127
218,2022-11-02,07:25:00,08:12:52,23.0,D09,1.0,0.0,COLF01,betrayedThrushe6,d3bd4516763520935792,"BALIKPAPAN TENGAH, B",47.86666666666667,214509.46518691504
219,2022-11-02,07:47:03,08:12:51,52.0,D09,1.0,0.0,COLF01,worriedViper0,7ac8b5731d6a923c623e,"BEKASI TIMUR, BEKASI",25.8,155694.62859982846
220,2022-11-02,08:06:41,08:12:50,18.0,U12,1.0,0.0,COLF02,vengefulAbalone1,bf4b18707f8b0943f013,"KLOJEN,MALANG",6.15,212651.23056635386
221,2022-11-02,07:16:33,08:12:56,52.0,D01,1.0,0.0,COLF01,enragedMandrill6,3b4e83841338ce9bffcf,BEKASI SELATAN,56.38333333333333,192193.7858117916
222,2022-11-02,07:57:34,08:12:54,28.0,U12,1.0,3.0,COLF02,amazedSwift1,c8d3e124aa71f22b5e62,"BUKIT KECIL,PALEMBAN",15.333333333333336,39457.251298052346
224,2022-11-02,07:30:07,08:12:56,19.0,U03,1.0,0.0,COLF02,insecureLollies7,86185dd13d02597c71d0,"PONTIANAK KOTA , PON",42.81666666666667,151768.09584847657
225,2022-11-02,07:57:34,08:12:54,28.0,U12,1.0,3.0,COLF02,amazedSwift1,3743bb0f5b355a3af4ee,"BUKIT KECIL,PALEMBAN",15.333333333333336,39457.251298052346
226,2022-11-02,07:15:33,08:13:05,54.0,D04,2.0,7.0,COLF01,jumpyCockatoo6,893d1da29b32a20634a4,"KEMAYORAN ,JAKARTA P",57.53333333333333,217147.8028318186
227,2022-11-02,07:25:20,08:13:04,14.0,D09,2.25,0.0,COLF01,excitedThrushe4,d15942a4d723ce027c92,"BOYOLALI,KAB.BOYOLAL",47.733333333333334,257199.58707894367
228,2022-11-02,07:15:33,08:13:05,54.0,D04,1.0,17.0,COLF01,jumpyCockatoo6,54333d9be275f9c47be6,"KEMAYORAN ,JAKARTA P",57.53333333333333,127771.66425445503
229,2022-11-02,07:03:11,08:13:06,28.0,D01,10.0,3.0,COLF01,artisticMackerel5,8e0bcfedd9875f151382,"MUARAENIM,KAB.MUARAE",69.91666666666667,339699.01277652074
230,2022-11-02,07:33:47,08:13:07,23.0,D09,11.0,19.0,COLF01,ardentBagels1,01d385aa7070f7399af6,BALIKPAPAN,39.333333333333336,576071.7760317217
232,2022-11-02,07:11:56,08:13:10,39.0,D04,1.0,0.0,COLF01,worriedPolenta8,f6fa9c3ab9d633621e4b,"DENPASAR SELATAN,DEN",61.23333333333334,209499.40454881857
233,2022-11-02,07:51:32,08:13:11,38.0,D09,0.5,0.0,COLF01,grudgingBagels4,9a685bafdf8dbac4f427,"SEKARBELA,MATARAM",21.65,142701.2783636809
234,2022-11-02,08:01:42,08:13:10,23.0,U01,1.0,26.0,COLF02,bubblyMandrill4,b8560057c78e0a2c7ce0,"TANAH GROGOT, KAB PA",11.466666666666667,331235.65385927854
235,2022-11-02,07:02:41,08:13:11,35.0,D10,1.6,3.0,COLF01,sincereWhiting9,9b10411a047a4c626676,"BOGOR UTARA, BOGOR",70.5,152168.66258266062
236,2022-11-02,08:10:05,08:13:15,12.0,D01,2.0,3.0,COLF01,unhappyDingo7,54220a4d392449887a5e,"LAIS,ARGAMAKMUR",3.1666666666666665,259490.96347834033
237,2022-11-02,07:04:26,08:13:14,16.0,D09,1.0,11.0,COLF01,brainyThrush2,2ce2a4db12f2ae0d977f,"KOTA AGUNG PUSAT,TAN",68.8,161451.20034371986
238,2022-11-02,07:36:50,08:13:14,23.0,D01,2.0,3.0,COLF01,awedQuiche9,f0c3706f9ae923cc56a7,"BALIKPAPAN UTARA, BA",36.4,566492.4595832515
240,2022-11-02,07:03:00,08:13:17,38.0,D01,1.0,0.0,COLF01,boastfulBuzzard6,d11d327e958b2d4e4b30,MATARAM,70.28333333333333,237673.63224389992
242,2022-11-02,07:27:32,08:13:18,42.0,D10,1.0,9.0,COLF01,contentCod3,6f73381fef85cd3d384d,"TANETE RIATTANG,WATA",45.766666666666666,211066.3572790249
244,2022-11-02,07:19:48,08:13:16,48.0,D01,0.5,0.0,COLF01,bubblyDoves7,0c6d34617ab03cb02ed0,KARANG TENGAH KOTATA,53.46666666666667,110500.9071036169
246,2022-11-02,08:12:50,08:13:16,28.0,D01,20.5,0.0,COLF01,eagerThrush5,b4cf538dec8f1fe4ad67,"SUNGAI LILIN,SEKAYU",0.43333333333333335,1606913.8789698
247,2022-11-02,07:53:50,08:13:23,27.0,D01,1.0,18.0,COLF01,lazyRhino5,32a751d4acef50889a00,"WAINGAPU,KAB.SUMBA T",19.55,121156.69032781775
248,2022-11-02,07:38:59,08:13:24,16.0,D10,0.1,0.0,COLF01,murkySnail0,ece9a07dba90adea7cb0,"KOTA AGUNG TIMUR,TAN",34.416666666666664,42322.66593632523
250,2022-11-02,07:34:49,08:13:23,23.0,D04,0.1,0.0,COLF01,morbidTermite0,16d695d38eee38ce9f4b,"BALIKPAPAN SELATAN,",38.56666666666667,61388.0608875453
251,2022-11-02,07:37:57,08:13:26,38.0,D01,0.5,0.0,COLF01,eagerLion7,86497c4cb4d9c0191306,"TALIWANG, KAB.SUMBAW",35.483333333333334,139963.21249107807
252,2022-11-02,07:15:06,08:13:28,39.0,D07,1.0,17.0,COLF01,sheepishGnu5,57a2c87033d068bfef28,"DENPASAR SELATAN,DEN",58.36666666666667,127703.73146890134
253,2022-11-02,07:17:01,08:13:27,35.0,D09,0.05,0.0,COLF01,gloomyHawk4,b53d66ef6c4edd5f5c44,"TANAH SEREAL, BOGOR",56.43333333333333,81258.38561103762
254,2022-11-02,08:13:08,08:13:29,35.0,U12,1.0,0.0,COLF02,cockyTomatoe6,509a4b13658a77672785,"BOGOR SELATAN, BOGOR",0.35,207408.85033535745
255,2022-11-02,07:15:07,08:13:28,39.0,D07,1.0,24.0,COLF01,sheepishGnu5,42752ed4e213758ef026,DENPASAR,58.35,318357.67176364816
256,2022-11-02,08:10:07,08:13:27,20.0,U12,8.0,19.0,COLF02,crushedKitten1,81611c0363f124ddbbda,"PANGURAGAN, SUMBER",3.3333333333333335,419918.768742105
257,2022-11-02,07:20:19,08:00:58,39.0,D09,1.0,9.0,COLF01,pleasedBustard0,e35dce151f6fad263be3,"DENPASAR SELATAN,DEN",40.65,221149.05184339956
258,2022-11-02,07:44:44,08:13:32,16.0,D01,1.0,11.0,COLF01,pacifiedCoconut5,f95565e440bf86032ce6,"NATAR,  KAB.LAMPUNG",28.8,153868.50142797976
259,2022-11-02,07:25:52,08:13:34,43.0,D01,1.0,3.0,COLF01,lovesickToucan8,9bf82fe4f137489a3dcc,"JOMBANG,KAB. JOMBANG",47.7,2547223.6728689037
260,2022-11-02,08:02:00,08:13:33,54.0,D01,0.16,0.0,COLF01,scornfulWigeon8,8bdcf1a47fd1caa146a9,"KEMAYORAN ,JAKARTA P",11.55,75921.35013421669
261,2022-11-02,07:20:16,08:02:24,39.0,D10,0.22,7.0,COLF01,pleasedBustard0,39d01a08514e833fa550,"DENPASAR SELATAN,DEN",42.13333333333333,169830.84059879064
262,2022-11-02,07:36:05,08:13:32,39.0,D02,0.04,0.0,COLF01,panickyVenison2,eeeb5cecd691aadb9fc6,KUTA,37.45,39338.58836364798
263,2022-11-02,07:20:19,08:07:55,39.0,D10,1.0,0.0,COLF01,pleasedBustard0,df0ca41df5d69cc8cab0,"DENPASAR SELATAN,DEN",47.6,220752.018777444
264,2022-11-02,07:40:26,08:13:35,34.0,D10,0.005,0.0,COLF01,shyMeerkat4,dbf4b0845a6d06cdc540,"TAMAN SARI,PANGKAL P",33.150000000000006,45211.93696558606
265,2022-11-02,07:36:05,08:13:32,39.0,D02,1.92,0.0,COLF01,panickyVenison2,ad7530fc9a25781141ed,KUTA,37.45,233295.30844031923
266,2022-11-02,07:55:50,08:13:39,59.0,D01,0.06,0.0,COLF01,dreadfulHoopoe7,b12e0e794ff0b96e3d58,"KANDAT,KEDIRI",17.816666666666666,41827.994800068984
267,2022-11-02,07:00:54,08:13:39,58.0,D01,10.5,0.0,COLF01,empathicBoa7,987e1f214ab690b92d35,"SINDANGKASIH , CIAMI",72.75,157780.06138983014
268,2022-11-02,07:14:02,08:13:37,33.0,U01,1.0,0.0,COLF02,peskyHeron1,47215100f4e593e2cac4,BANJARMASIN,59.583333333333336,197117.29928527688
269,2022-11-02,07:25:20,08:11:05,14.0,D01,1.0,1.0,COLF01,excitedThrushe4,74aafdbb76a4acd444c5,"BOYOLALI,KAB.BOYOLAL",45.75,174704.6690694413
270,2022-11-02,08:10:15,08:11:04,31.0,U12,0.8,0.0,COLF02,fondLapwing0,85d6c5d1f5fa64c52e59,"PALU BARAT,PALU",0.8166666666666667,131370.70060006066
271,2022-11-02,07:53:34,08:11:08,27.0,D09,12.0,0.0,COLF01,culturedPretzels7,327d63dbbdc6931a1c30,"KELAPA LIMA,KUPANG",17.566666666666666,746944.7399808057
272,2022-11-02,07:14:01,08:11:14,33.0,D01,0.75,0.0,COLF01,peskyHeron1,9e64d69265dc3fd74152,BANJARMASIN,57.21666666666667,147059.42265902818
273,2022-11-02,07:52:42,08:11:14,19.0,D01,0.36,0.0,COLF01,scornfulTomatoe5,1595714bf04e607888a3,"SINTANG,KAB.SINTANG",18.533333333333335,78685.39724808601
275,2022-11-02,07:38:40,08:11:17,8.0,D01,1.65,0.0,COLF01,crummyChile7,d2792f55841f0eedd693,"BANDUNG KAB, SOREANG",32.61666666666667,146155.66692684504
276,2022-11-02,07:36:05,08:11:18,39.0,D01,1.0,0.0,COLF01,panickyVenison2,5d086f44650d4c5963b9,KUTA,35.21666666666667,218514.08444759966
277,2022-11-02,08:10:49,08:11:17,0.0,D10,2.0,17.0,COLF01,culturedSmelt6,c1c08189ff6ddf11b129,"SUKOREJO,KENDAL",0.4666666666666667,76150.56319525852
278,2022-11-02,07:34:59,08:11:17,39.0,D09,10.0,14.0,COLF01,grizzledRhino5,c6e5dfcf55a9e77917d0,"DENPASAR SELATAN,DEN",36.3,249303.54050152862
279,2022-11-02,07:18:17,08:11:20,35.0,D04,3.0,0.0,COLF01,sincereWhiting9,72561ef69c66da324a64,"BOGOR UTARA, BOGOR",53.05,140884.51917993912
280,2022-11-02,07:15:32,08:11:20,54.0,D05,1.0,19.0,COLF01,jumpyCockatoo6,4cc3cd6310c128a223b4,"KEMAYORAN ,JAKARTA P",55.8,235808.97670127364
281,2022-11-02,08:00:52,08:11:20,35.0,U05,2.7,0.0,COLF02,wakefulHyena4,a1ef8895ee6bf9a9772d,"CIBINONG,BOGOR",10.466666666666667,218941.3768017121
282,2022-11-02,07:55:13,08:11:23,9.0,D01,2.0,6.0,COLF01,finickyWasp0,2ee914ef38a0e0bcaabc,"TELUK DALAM,KAB.NIAS",16.166666666666668,103189.56623818233
283,2022-11-02,07:09:30,08:11:22,20.0,D01,0.2,0.0,COLF01,adoringSnipe1,c958f06970293d5d0124,"KADUGEDE,KUNINGAN",61.866666666666674,29422.95617698196
284,2022-11-02,07:25:02,08:11:28,41.0,D01,2.0,23.0,COLF01,gutturalCheese2,0022f3f62f8021ff8490,"WUA-WUA,KENDARI",46.43333333333333,409698.5173646313
285,2022-11-02,07:54:32,08:11:28,36.0,D01,1.0,19.0,COLF01,fondJerky6,0e994e9f9d53d548b1b3,"MIMIKA BARU,TIMIKA",16.933333333333334,261765.9056330671
286,2022-11-02,08:10:35,08:11:29,39.0,D12,14.0,0.0,COLF01,contentCur4,18b844e8c40d9684e26c,"DENPASAR SELATAN,DEN",0.9,942304.742017144
288,2022-11-02,08:01:37,08:11:26,28.0,D09,15.8,0.0,COLF01,jumpySalt5,e50ff90d7e21ca20b996,"TALANGKELAPA,PANGKAL",9.816666666666666,1929096.8992911805
289,2022-11-02,07:25:29,08:11:32,43.0,D06,1.0,19.0,COLF01,jubilantWasp9,79fb839fde7a3533e80f,"JOMBANG,KAB. JOMBANG",46.05,2673684.9215868944
291,2022-11-02,07:59:50,08:11:40,45.0,D01,3.0,0.0,COLF01,exactingSmelt6,0f54d689624e7537a17a,"PURWOREJO, PASURUAN",11.833333333333334,120252.5957894115
292,2022-11-02,07:37:54,08:11:40,8.0,D01,4.54,19.0,COLF01,yearningOwl1,eab4e334348c90210ce9,"BANYURESMI,GARUT",33.76666666666667,174719.84608381707
296,2022-11-02,07:07:34,08:11:48,27.0,D10,1.0,0.0,COLF01,empathicGelding0,d930badefb8311c5fa05,"BOLENG,MANGGARAI BAR",64.23333333333333,223723.08390359525
297,2022-11-02,07:20:54,08:11:47,43.0,D01,18.42,0.0,COLF01,needyAntelope5,c453ef600fdd7d1e13ed,"SUKOMORO,KAB. NGANJU",50.88333333333333,1391427.6979537974
298,2022-11-02,07:29:16,08:06:52,12.0,D01,4.0,0.0,COLF01,solemnHare2,b38d76fd4b131a11a62c,"AIR RAMI,MUKO-MUKO",37.6,348136.5446101721
299,2022-11-02,07:13:10,08:11:48,48.0,D01,2.0,21.0,COLF01,kindGarlic9,471d9341257fad7870b1,"PERIUK , TANGERANG",58.63333333333333,313434.1345021156
300,2022-11-02,07:34:49,08:11:44,23.0,D01,1.0,7.0,COLF01,morbidTermite0,842308a0a32c6fa3273c,"BALIKPAPAN BARAT , B",36.916666666666664,206460.17950796545
301,2022-11-02,08:10:56,08:11:37,28.0,U12,1.2,3.0,COLF02,madLocust5,742e973ca1c2a1143eb8,"GUMAY TALANG,LAHAT",0.6833333333333333,146879.19565247468
303,2022-11-02,07:05:33,08:11:44,39.0,D09,2.0,0.0,COLF01,stressedLion4,385c9618763b239fdcc3,"DENPASAR BARAT,DENPA",66.18333333333334,298484.9444544853
304,2022-11-02,07:59:03,08:11:43,14.0,D10,1.0,0.0,COLF01,jubilantSwift0,d445b6201e1a86eb269a,"WONOGIRI,KAB.WONOGIR",12.666666666666666,174149.9217763871
305,2022-11-02,08:02:00,08:11:45,54.0,D09,1.0,0.0,COLF01,scornfulWigeon8,7ccc5fbad1e3f9f0df24,"KEMAYORAN ,JAKARTA P",9.75,201543.25369431032
306,2022-11-02,07:29:16,08:08:50,12.0,D01,5.0,0.0,COLF01,solemnHare2,60cb6dd25db785e152ca,"IPUH,MUKOMUKO",39.56666666666667,369059.78522319323
308,2022-11-02,07:30:07,08:11:53,19.0,U03,1.0,0.0,COLF02,insecureLollies7,289490f4a54465f9d6d0,"SUNGAI RAYA,KUBU RAY",41.766666666666666,193876.95608313227
309,2022-11-02,07:30:07,08:11:53,19.0,U03,1.2,0.0,COLF02,insecureLollies7,7ce9b0a20d9fe30cdca8,"SUNGAI RAYA,KUBU RAY",41.766666666666666,191362.00161874818
310,2022-11-02,07:30:08,08:11:53,19.0,U03,1.15,0.0,COLF02,insecureLollies7,c5a6e8fb6512644f3991,"SUNGAI RAYA,KUBU RAY",41.75,191362.00161874818
311,2022-11-02,07:30:07,08:11:53,19.0,U03,1.2,0.0,COLF02,insecureLollies7,8f2c3c13172e73ad6976,"SUNGAI RAYA,KUBU RAY",41.766666666666666,191362.00161874818
312,2022-11-02,07:30:07,08:11:53,19.0,U03,1.0,0.0,COLF02,insecureLollies7,b316b478e01e802b5b01,"SUNGAI RAYA,KUBU RAY",41.766666666666666,193876.95608313227
313,2022-11-02,07:30:08,08:11:53,19.0,U03,0.05,0.0,COLF02,insecureLollies7,0ac7cdd383167ffe544a,"SUNGAI RAYA,KUBU RAY",41.75,42340.41820331675
314,2022-11-02,07:30:08,08:11:53,19.0,U03,1.2,0.0,COLF02,insecureLollies7,10ffd636927ee4b1f0e1,"PONTIANAK TENGGARA ,",41.75,202055.82244321855
315,2022-11-02,07:30:08,08:11:53,19.0,U03,0.704,0.0,COLF02,insecureLollies7,e4aeb0eb58b995d4dd55,"SUNGAI RAYA,KUBU RAY",41.75,109438.49326822594
316,2022-11-02,07:06:55,07:34:35,41.0,D01,2.0,7.0,COLF01,finickyCoati3,3575229f969ba8de296b,"KAMBU,KENDARI",27.666666666666668,326314.0714887744
317,2022-11-02,07:14:03,07:34:30,33.0,D01,2.1,0.0,COLF01,peskyHeron1,ff16cf98fd1efcea83bf,BANJARMASIN SELATAN,20.45,204811.33690122038
318,2022-11-02,07:25:19,07:34:26,14.0,U12,1.0,7.0,COLF02,excitedThrushe4,2eb119c196ea28e40637,"BOYOLALI,KAB.BOYOLAL",9.116666666666667,170014.4507465466
319,2022-11-02,07:25:20,07:34:57,14.0,U12,1.0,19.0,COLF02,excitedThrushe4,5627a56cfff35edddbfc,"MOJOSONGO, BOYOLALI",9.616666666666667,170844.2288418467
320,2022-11-02,07:23:08,07:34:53,45.0,U01,5.68,0.0,COLF02,boastfulRhino4,395e6da29097a04cbb51,"PURWOREJO, PASURUAN",11.75,125862.42819614544
321,2022-11-02,07:23:09,07:34:53,45.0,U01,7.8,0.0,COLF02,boastfulRhino4,6126e73a8155cad0d1e4,"PURWOREJO, PASURUAN",11.733333333333333,105281.97612490023
323,2022-11-02,07:23:08,07:34:53,45.0,U01,3.9,0.0,COLF02,boastfulRhino4,ae0183775bfd89165435,"PURWOREJO, PASURUAN",11.75,122322.60298898665
324,2022-11-02,07:34:17,07:35:02,34.0,U12,0.12,0.0,COLF02,fondSeahorse3,56db326c2677aa649c13,"GERUNGGANG,PANGKALPI",0.75,49095.60452690963
325,2022-11-02,07:17:26,07:35:01,27.0,U03,0.5,0.0,COLF02,murkyOryx3,a67a198d45f073979e7c,"KOMODO,LABUAN BAJO",17.583333333333332,193021.29735036462
326,2022-11-02,07:31:32,07:35:51,7.0,D01,3.0,17.0,COLF01,panickyCamel0,044d06b448eca2c5da01,"BAGAN SINEMBAH, ROKA",4.316666666666666,99919.12659515683
327,2022-11-02,07:34:24,07:35:49,41.0,U01,1.0,0.0,COLF02,amazedCheetah3,aac80dbeeceaa4cfa9d8,"WAWONII BARAT,KONAWE",1.4166666666666667,212812.57869169582
328,2022-11-02,07:35:04,07:35:46,27.0,D10,1.0,18.0,COLF01,amazedLemur4,2fab6ad83a91eefcf84a,KUPANG,0.7,84516.13432554982
330,2022-11-02,07:03:11,07:38:01,28.0,D09,6.0,0.0,COLF01,artisticMackerel5,78cc5981daab4916acc3,"MUARAENIM,KAB.MUARAE",34.833333333333336,282928.3749013328
331,2022-11-02,07:03:11,07:38:01,28.0,D09,4.38,0.0,COLF01,artisticMackerel5,3c7824d9542b44fe0a8b,"MUARAENIM,KAB.MUARAE",34.833333333333336,394076.1512157927
332,2022-11-02,07:12:59,07:38:07,39.0,D01,2.3,18.0,COLF01,artisticOil2,aa8109369a176f41d832,"DENPASAR SELATAN,DEN",25.133333333333333,191503.38071578223
333,2022-11-02,07:06:32,07:37:59,27.0,D10,1.0,18.0,COLF01,bubblyMagpie4,b338be9a7184c502f304,"KELAPA LIMA,KUPANG",31.450000000000003,117876.59989374087
334,2022-11-02,07:15:36,07:38:03,0.0,D10,1.0,0.0,COLF01,adoringSardines7,afb4a06a18dd4cb44c3c,"BAWEN, UNGARAN",22.45,129959.87565695061
335,2022-11-02,07:08:24,07:38:07,54.0,D01,3.2,0.0,COLF01,gloomyMallard5,57d07700ac522161f79f,"TEBET,JAKARTA SELATA",29.716666666666665,207654.0159194422
336,2022-11-02,07:06:32,07:37:59,27.0,D10,1.0,18.0,COLF01,bubblyMagpie4,fd83fea40d48e8cccff2,"OEBOBO,KUPANG",31.450000000000003,399290.7748296655
337,2022-11-02,07:10:36,07:37:25,0.0,U12,0.8,0.0,COLF02,excitedBustard4,e1512ff6ed62d07f7247,"SEDAN,REMBANG",26.816666666666666,122308.27911302677
338,2022-11-02,07:14:46,07:38:10,8.0,D01,1.0,3.0,COLF01,jubilantPepper8,a3dd24ff0f024dfa13c1,"TAROGONG KALER,GARUT",23.4,165721.38819670482
339,2022-11-02,08:02:32,08:13:42,35.0,U12,0.5,3.0,COLF02,scornfulTeal5,90fdffc2ea2680cb3054,"TANAH SEREAL, BOGOR",11.166666666666666,391227.9574707623
340,2022-11-02,07:13:38,08:13:42,0.0,D01,1.0,20.0,COLF01,empathicOryx7,4ed6887aea9134112059,"PATEBON,KENDAL",60.06666666666667,159319.5286187436
342,2022-11-02,07:12:55,07:38:36,35.0,D01,10.0,0.0,COLF01,mildPretzels7,27a1696570e6569f95b2,"BOGOR BARAT, BOGOR",25.683333333333334,168646.23972526204
343,2022-11-02,07:37:45,07:38:36,33.0,D10,21.839,0.0,COLF01,curiousPonie1,04a419a84159d8b26ccb,BANJARBARU,0.85,671243.1052439009
344,2022-11-02,07:14:02,07:38:39,33.0,D04,1.0,12.0,COLF01,peskyHeron1,8704ed9ad40140fb8265,"BANJARMASIN TIMUR, B",24.616666666666667,185284.40126342926
